adaptation_rate,choke_prob,cover_prob,max_ticks,n_agents,objective_controller,objective_progress,objective_radius,seed,stochasticity,ticks,wall_prob,weapon_cooldown_ticks
0.13696622485839308,0.0986662721690045,0.11477776601200085,200,30,1.0,0.11999999999999973,8,1195,0.16623434749410215,200.0,0.051014352964706515,3
0.1982800334774719,0.03522743675306542,0.14364941117213437,200,30,1.0,0.0,8,1198,0.054280788086305466,200.0,0.09486692741257195,3
0.058237279874649044,0.0966669563921043,0.1451103107201737,200,30,0.0,1.0,5,1199,0.021819842138858715,200.0,0.08100784902449103,1
0.07320149644354011,0.06984659167288108,0.04808841996215572,200,30,0.0,0.7199999999999995,6,1202,0.2382590616144401,200.0,0.21562295272979037,2
0.06394967873307562,0.08612470223160158,0.06616075756250248,200,30,1.0,0.98,8,1200,0.35966002555215815,200.0,0.07758636735087987,1
0.09075645181227596,0.048787469053052326,0.06472519012839038,200,30,1.0,0.0,11,1201,0.22234814377753556,200.0,0.022728061506052482,2
0.05414557946878523,0.08586998885877314,0.15072153621477655,200,30,1.0,1.0,6,1204,0.06873917000893963,200.0,0.12751780827895046,1
0.0020892846415692477,0.03334073942479166,0.011899660329485093,200,30,1.0,0.0,12,1208,0.4631347193113325,200.0,0.105746479689731,2
0.01169705558352576,0.00846476165933551,0.12728704950977154,200,30,1.0,0.0,11,1205,0.03560284702856142,200.0,0.0416651109881011,3
0.0339074290620545,0.05682261171861761,0.1255186973516644,200,30,0.0,1.0,7,1207,0.37496030891985566,200.0,0.20357789539492668,2
0.18998713509668375,0.014063999453579935,0.004296548604377252,200,30,0.0,0.0,11,1203,0.042306881321532125,200.0,0.14925040795215694,2
0.08589647361996167,0.08120105624094477,0.18352630907032952,200,30,0.0,0.04,10,1206,0.42061650013483587,200.0,0.08967031869088063,2
0.13333354557239607,0.046058963661358504,0.04323367958083289,200,30,1.0,0.0,10,1209,0.16134340145445603,200.0,0.07272577004273634,3
0.07029275196949791,0.03168760851725434,0.08376067633273307,200,30,0.0,0.0,10,1212,0.05653893069785736,200.0,0.24103746425174571,2
0.15861593776641736,0.037882463065660926,0.11095454055637788,200,30,1.0,0.0,9,1210,0.1393408311389644,200.0,0.03348908351874908,3
0.17686402906196097,0.0706320838184341,0.15123565200486627,200,30,0.0,0.9199999999999999,6,1211,0.20573877772985172,200.0,0.13961398205745804,2
0.0778121077515374,0.056483504697956426,0.04737936595202205,200,30,0.0,1.0,7,1213,0.08988954133019757,200.0,0.026339549919045576,2
0.1318358836472405,0.02751084252857727,0.04488440077913091,200,30,1.0,0.02,6,1214,0.4246981782023133,200.0,0.15953097668831168,1
0.17836732938196848,0.021101677362001678,0.06981440856105386,200,30,0.0,1.0,5,1216,0.24592392007836403,200.0,0.0906186657545491,2
0.04586653920248552,0.060704840497935314,0.02423991775076635,200,30,1.0,0.9600000000000003,7,1217,0.3580746905020347,200.0,0.0611800453578845,2
0.1363970419018055,0.02229746413079411,0.15712892785592664,200,30,1.0,0.0,12,1220,0.2621552095930396,200.0,0.15106247068553633,1
0.1971622082676488,0.012414148633121456,0.12474449764578094,200,30,1.0,0.4199999999999995,11,1215,0.0638962844916628,200.0,0.10447634298582133,2
0.14598200368693967,0.0022469912557645535,0.14419832631501064,200,30,1.0,0.14000000000000004,10,1222,0.3927303053362975,200.0,0.0453300495781615,2
0.15756212000126757,0.0008024453872926637,0.008354002345729633,200,30,0.0,0.5999999999999996,9,1219,0.38745214132017725,200.0,0.020507230305830588,1
0.03651670192016814,0.025899266052711575,0.07985642755079642,200,30,0.0,1.0,6,1218,0.13452855618558804,200.0,0.05471491285645042,2
0.013621272304806123,0.07461135628645844,0.00920794767425731,200,30,0.0,1.0,6,1224,0.22812190854403702,200.0,0.1480934391571202,2
0.03129470002176841,0.016551518933364713,0.13613811336541315,200,30,0.0,0.2599999999999998,5,1221,0.20707833186835006,200.0,0.08231198220883668,1
0.16097870685964866,0.012065883494494258,0.061871983584290094,200,30,1.0,1.0,4,1227,0.2152676770032829,200.0,0.15632860299517784,2
0.10407643348646307,0.057723619942534166,0.007256992689601619,200,30,1.0,0.0,12,1223,0.36526730627020093,200.0,0.04237872418352735,2
0.03444006603173185,0.035043634564323065,0.10851410299549687,200,30,0.0,0.0,12,1226,0.34742805005719457,200.0,0.2072656146582461,2
0.12880860531943758,0.026337680137325372,0.14964339088412745,200,30,1.0,0.09999999999999999,4,1229,0.15487301292064715,200.0,0.1767289201166801,3
0.07245612474332781,0.05598499044248844,0.09804655741604133,200,30,1.0,0.0,8,1228,0.41142685691466824,200.0,0.13743078181040225,2
0.09622690812886092,0.0754320549518216,0.09873684613622091,200,30,0.0,0.0,10,1225,0.0746512479490398,200.0,0.039202048625626915,2
0.14355175586169477,0.01600445479742874,0.17976034592476645,200,30,0.0,0.0,9,1234,0.3769744105524826,200.0,0.06802196035889338,1
0.11400357311204556,0.01404226817116969,0.19493117408859928,200,30,0.0,0.0,12,1230,0.13696104814544108,200.0,0.005084178654912757,2
0.09705707426623122,0.008019634039487343,0.14196498835393584,200,30,0.0,1.0,5,1233,0.24799758118974383,200.0,0.13091960802187222,2
0.15526972065849665,0.04286642481394411,0.19097697792795076,200,30,1.0,0.0,7,1231,0.2384876330298038,200.0,0.09674773371262664,3
0.08019603147435757,0.03619066411066604,0.01539861555091561,200,30,0.0,0.6399999999999997,5,1232,0.2903080959944729,200.0,0.16090046107567627,1
0.025232352777331404,0.06328925065513973,0.03788391358291451,200,30,0.0,1.0,4,1236,0.20465761639471663,200.0,0.10044017174504576,2
0.04830381982260787,0.07885152469981521,0.02076420326175591,200,30,0.0,1.0,3,1235,0.35707879387624425,200.0,0.06359884637973855,2
0.005233194315435426,0.05449512193377835,0.14100705955481913,200,30,1.0,0.23999999999999902,11,1237,0.45912952534813684,200.0,0.17870644815982598,1
0.11325910802832606,0.03844557453755706,0.05653807028836047,200,30,0.0,1.0,3,1239,0.1687195348378027,200.0,0.14150597412793747,2
0.11027110027685572,0.06896225317511802,0.10695103334027867,200,30,0.0,1.0,3,1238,0.05779179056228681,200.0,0.21192698040769511,1
0.06778054356316962,0.09971795796987937,0.10094825643660331,200,30,1.0,0.04999999999999963,5,1240,0.04991111429285238,200.0,0.15836827485280458,2
0.004299065739552573,0.048403794765951115,0.11822599955574349,200,30,1.0,0.0,9,1241,0.3283318348953164,200.0,0.06892918989714725,2
0.1141892044091336,0.08018022006126457,0.1853851730426941,200,30,1.0,1.0,7,1243,0.22929024626647526,200.0,0.11459286483821456,2
0.11761941084941406,0.0653963199949015,0.09509977697520404,200,30,1.0,0.9000000000000001,9,1242,0.4746983242126238,200.0,0.22733671815549822,1
0.12098784034961732,0.09311759072394776,0.03303175457275763,200,30,1.0,0.0,8,1244,0.3249855290615154,200.0,0.24160619491504953,2
0.002977542375369152,0.07386857895594592,0.19946350344371866,200,30,0.0,1.0,7,1245,0.3898182450516345,200.0,0.23076346595056615,1
0.01795842841595373,0.07201314773998824,0.08715976213241053,200,30,0.0,1.0,7,1247,0.06117972573190438,200.0,0.12046760519855326,1
0.13539552423588758,0.017293608621322665,0.018438144121043568,200,30,1.0,0.0,10,1246,0.3268990932479399,200.0,0.09954927861588245,2
0.0549113504910282,0.07299122382962124,0.09723546992506395,200,30,0.0,0.0,11,1249,0.19530924125065646,200.0,0.23747254247492025,1
0.16880399288623454,0.004060743933369411,0.17536321883323702,200,30,1.0,0.0,9,1248,0.2958728320418055,200.0,0.058842772181635514,2
0.06890172031732732,0.010348074037750819,0.05616376469597189,200,30,0.0,0.6799999999999999,11,1250,0.08493536727646067,200.0,0.13016648110858595,2
0.07080880438486395,0.05725156129984567,0.03446510410490643,200,30,1.0,0.0,11,1251,0.42236281131076914,200.0,0.1128277157970361,2
0.05018758642705195,0.08207614029731825,0.03056996443613439,200,30,1.0,0.0,10,1255,0.1139944595983403,200.0,0.2206041288091155,2
0.005990828287389555,0.0299625579917559,0.0832243019804577,200,30,0.0,0.0,5,1253,0.010950035660278483,200.0,0.17728572188878008,3
0.058766000736203056,0.0979212142339035,0.013892489454306337,200,30,0.0,1.0,3,1252,0.4005308872258577,200.0,0.07372867974877409,2
0.0770909763419433,0.083316448584568,0.14748942525770234,200,30,0.0,0.7,6,1254,0.22026025709862126,200.0,0.14062110015690868,1
