adaptation_rate,choke_prob,cover_prob,max_ticks,n_agents,objective_controller,objective_progress,objective_radius,seed,stochasticity,ticks,wall_prob,weapon_cooldown_ticks
0.07597851180004489,0.08267525665755654,0.1645314232259941,200,30,1.0,0.0,11,1032,0.49525416348839585,200.0,0.09812000542237617,3
0.19854935242167113,0.03142695579661386,0.0670485200287154,200,30,0.0,1.0,5,1034,0.038474521247822885,200.0,0.14273345732212464,2
0.0843987577791054,0.08413095898783594,0.054986943991098325,200,30,0.0,1.0,5,1035,0.25727365651404976,200.0,0.1251798173766984,2
0.1479275767547765,0.06742244950110007,0.1760164934444645,200,30,1.0,0.7199999999999998,4,1033,0.338045382789375,200.0,0.011823602013640253,2
0.010631663229594877,0.09000937732581112,0.1276914472288006,200,30,0.0,0.0,8,1031,0.1932707548200216,200.0,0.12404895865383413,1
0.18845476656866234,0.054811355982375125,0.046636114211727434,200,30,0.0,0.96,6,1038,0.3632179568893304,200.0,0.16909469816787037,3
0.1327130061793284,0.016049730241969578,0.014373549252799095,200,30,1.0,0.0,12,1037,0.006697570510993293,200.0,0.06313928389478828,2
0.13750814662231317,0.005670464902948143,0.09372582975014279,200,30,1.0,1.0,7,1036,0.2666382156488239,200.0,0.10463377957536903,2
0.08251482662244874,0.06565226086228046,0.14539660000398244,200,30,0.0,1.0,8,1039,0.045342842506900696,200.0,0.03558180162918212,2
0.16327240775745452,0.026985931024602873,0.06027424528067789,200,30,0.0,0.0,7,1043,0.43747923712587483,200.0,0.07984753923050603,3
0.020109375516055766,0.06696481476662058,0.08556899213583477,200,30,1.0,0.7599999999999998,6,1040,0.12748800820642572,200.0,0.002342695381478523,1
0.05696129550964366,0.007188901965766131,0.04867111495292551,200,30,0.0,0.0,11,1042,0.21397930315693722,200.0,0.1521209214448366,2
0.05257601907570402,0.006740740488063364,0.032539791053645704,200,30,0.0,0.0,9,1044,0.3727916394525392,200.0,0.2227254092833081,1
0.11585195932278636,0.02945302711091983,0.17348334186623324,200,30,0.0,0.96,11,1045,0.2754191143672031,200.0,0.23365336010567248,1
0.07506880711048937,0.06512657781059857,0.1767372443808924,200,30,1.0,1.0,4,1046,0.39624422205549226,200.0,0.0074204999990400925,2
0.18542142882028168,0.09087461228282499,0.16994592354711843,200,30,1.0,0.0,6,1049,0.3790487157571741,200.0,0.17138774481105587,3
0.19102807663537036,0.009844836022055112,0.1774533699494742,200,30,0.0,1.0,6,1048,0.30032545485724166,200.0,0.08785721041005481,2
0.0293601540830162,0.0077447420406601426,0.12078526623039897,200,30,0.0,1.0,3,1050,0.1904615295456851,200.0,0.05320061186774912,2
0.0993170439345857,0.08396620742418172,0.19897249306184098,200,30,1.0,0.0,8,1053,0.1987392721738226,200.0,0.13391767442690702,3
0.02801665865474073,0.04790529929877843,0.17916551629123645,200,30,0.0,0.0,10,1047,0.226428043109139,200.0,0.23572902312662095,2
0.17465213608458943,0.03286547256635917,0.1609345878901683,200,30,0.0,0.98,8,1052,0.2422987483663181,200.0,0.23861519568441883,2
0.18741588951760255,0.08066822301273667,0.10968756738919859,200,30,1.0,1.0,4,1055,0.17179337128295463,200.0,0.23259519553134117,1
0.16426666263075507,0.019624689865379304,0.005688847713117069,200,30,1.0,0.14000000000000007,5,1058,0.15243464980909502,200.0,0.11652635011956548,3
0.06646853702039035,0.05395001915703765,0.05717975645877003,200,30,0.0,1.0,4,1059,0.14482367423268178,200.0,0.2345588176525536,2
0.0070076471797125665,0.08188267810313393,0.11175533041755165,200,30,1.0,0.2999999999999996,6,1054,0.23209983285468938,200.0,0.2445658226411288,1
0.18373961795585272,0.03677572876659002,0.08822832074643563,200,30,0.0,1.0,8,1051,0.34015366004540876,200.0,0.1822856595643619,1
0.0958569934887503,0.04058649165652567,0.012763580266608421,200,30,1.0,0.0,7,1060,0.018620993861216132,200.0,0.1969807375923588,3
0.09427358883348579,0.024133120049455118,0.19390829993139802,200,30,1.0,1.0,4,1056,0.03377290461048014,200.0,0.1801462756063986,2
0.08797065476351462,0.06222267669794787,0.06857667959243378,200,30,1.0,1.0,10,1057,0.067074711237879,200.0,0.24848291247467402,1
