edge,count
3.0314729034795236,13
3.4787908207780323,13
3.9261087380765405,13
4.373426655375049,13
4.820744572673558,12
5.268062489972066,13
5.715380407270574,13
6.162698324569083,13
6.610016241867592,12
7.0573341591661,13
7.504652076464609,13
7.951969993763116,12
8.399287911061625,13
8.846605828360135,13
9.293923745658642,13
9.741241662957151,13
10.18855958025566,13
10.635877497554167,12
11.083195414852677,12
11.530513332151184,14
11.977831249449693,0
