edge,count
0.2745186937798045,13
2.249872901198719,13
3.169936218579502,12
3.8775073421175983,14
4.474553692435666,12
5.00081976327916,12
5.4767477450688915,13
5.9145019588661025,14
6.322017160665157,12
6.704809358815394,13
7.06689720431621,12
7.411315919233646,14
7.740424485323775,12
8.056099476254845,13
8.35986281763208,13
8.652969079335783,13
8.93646694428256,12
9.211243618782898,13
9.478057636609014,12
9.73756356185654,14
9.990330909409858,0
