edge,count
0.6115705760733037,14
2.314106962693673,12
3.214990435453275,13
3.9137240532930706,13
4.505364405971336,12
5.027860469012852,14
5.500950223473291,12
5.936457346465107,13
6.342128845401065,12
6.723367516128874,14
7.084119085828926,12
7.42736936522443,13
7.75544248594128,13
8.070189627140849,13
8.37311370299487,12
8.66545472254914,13
8.948249997279795,13
9.222377702040106,12
9.488589091343101,13
9.747532785768097,13
9.999773391177056,0
