edge,count
0.05831605347162211,12
5.04081937159713,14
10.02332268972264,12
15.005826007848148,13
19.988329325973655,13
24.970832644099165,13
29.953335962224674,13
34.93583928035017,13
39.91834259847568,11
44.90084591660119,14
49.88334923472671,12
54.86585255285221,13
59.84835587097772,13
64.83085918910324,13
69.81336250722873,12
74.79586582535424,13
79.77836914347975,13
84.76087246160526,12
89.74337577973077,13
94.72587909785626,14
99.70838241598177,0
