tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,1,0.04,15,14,1,0
10,1,0.08,15,14,1,0
11,1,0.06,14,14,1,1
12,1,0.039999999999999994,14,14,1,1
13,1,0.019999999999999993,13,13,2,2
14,1,0.0,13,13,3,2
15,1,0.0,12,13,3,3
16,1,0.0,12,11,5,4
17,1,0.0,11,10,6,5
18,1,0.0,12,10,7,5
19,1,0.0,12,10,8,5
20,0,0.04,13,8,10,5
21,0,0.08,14,10,10,5
22,0,0.06,15,11,10,5
23,0,0.1,15,11,11,5
24,0,0.08,15,12,11,5
25,0,0.06,14,13,12,6
26,0,0.1,13,12,13,7
27,0,0.14,13,12,13,7
28,0,0.18000000000000002,13,13,13,7
29,0,0.16000000000000003,13,13,13,7
30,0,0.14000000000000004,14,13,14,7
31,0,0.18000000000000005,14,13,15,8
32,0,0.16000000000000006,14,13,15,8
33,0,0.14000000000000007,14,12,16,8
34,0,0.12000000000000006,13,11,17,9
35,0,0.10000000000000006,13,11,18,9
36,0,0.08000000000000006,12,11,19,11
37,0,0.06000000000000005,11,11,19,12
38,0,0.04000000000000005,10,11,20,13
39,0,0.02000000000000005,10,12,20,14
40,0,4.85722573273506e-17,7,13,20,17
41,0,0.0,8,14,20,18
42,0,0.0,8,14,20,19
43,0,0.0,8,15,20,20
44,0,0.0,9,14,21,20
45,1,0.04,11,14,21,21
46,1,0.08,12,14,21,21
47,1,0.06,13,14,21,21
48,1,0.1,13,13,22,22
49,1,0.14,13,13,23,22
50,1,0.18000000000000002,13,13,23,23
51,1,0.22000000000000003,13,13,23,23
52,1,0.20000000000000004,12,13,23,24
53,1,0.18000000000000005,13,14,23,24
54,1,0.16000000000000006,12,15,23,25
55,1,0.14000000000000007,13,14,24,25
56,1,0.12000000000000006,12,13,25,26
57,1,0.10000000000000006,12,13,25,27
58,1,0.08000000000000006,11,13,25,28
59,1,0.06000000000000005,11,12,26,29
60,1,0.04000000000000005,10,11,28,30
61,1,0.02000000000000005,10,11,29,31
62,1,4.85722573273506e-17,11,10,30,31
63,1,0.0,11,9,31,32
64,1,0.0,12,10,31,32
65,1,0.0,12,11,32,33
66,1,0.0,13,12,32,33
67,1,0.0,11,13,32,35
68,1,0.0,11,14,32,36
69,1,0.04,10,14,32,37
70,1,0.02,11,15,32,37
71,1,0.06,10,15,32,38
72,1,0.039999999999999994,12,15,32,38
73,1,0.019999999999999993,13,14,33,38
74,1,0.0,13,14,33,39
75,1,0.0,12,14,33,40
76,1,0.0,12,13,34,41
77,1,0.0,12,12,35,41
78,1,0.0,11,13,35,42
79,1,0.0,12,13,35,42
80,1,0.0,12,13,35,43
81,1,0.0,13,13,36,43
82,1,0.0,12,13,37,44
83,1,0.0,12,13,37,45
84,1,0.0,12,13,37,45
85,1,0.0,12,13,37,46
86,1,0.0,11,13,38,47
87,1,0.0,11,14,38,48
88,1,0.0,11,14,38,49
89,1,0.0,11,13,39,49
90,1,0.0,11,13,39,50
91,1,0.0,11,13,40,51
92,1,0.0,12,13,40,51
93,1,0.0,12,13,40,52
94,1,0.0,11,14,40,53
95,1,0.0,12,13,41,53
96,1,0.0,12,13,42,54
97,1,0.0,12,12,43,54
98,1,0.0,12,12,43,55
99,1,0.0,13,12,43,55
100,1,0.0,12,12,44,56
101,1,0.0,12,13,44,57
102,1,0.0,12,14,44,57
103,1,0.0,13,13,45,57
104,1,0.0,12,13,45,58
105,1,0.0,13,14,45,58
106,1,0.0,12,13,46,60
107,1,0.0,12,13,46,60
108,1,0.0,12,12,48,60
109,1,0.0,13,11,49,60
110,1,0.0,12,10,50,61
111,1,0.0,14,10,51,61
112,1,0.0,14,9,52,61
113,1,0.0,14,11,52,61
114,1,0.0,13,12,52,62
115,1,0.0,14,12,53,62
116,1,0.0,13,13,53,63
117,1,0.0,13,13,54,63
118,1,0.0,13,12,55,63
119,1,0.0,13,12,55,64
120,1,0.0,13,12,56,64
121,1,0.0,13,12,56,65
122,1,0.0,13,12,57,65
123,1,0.0,13,12,58,65
124,1,0.0,13,12,58,66
125,1,0.0,12,12,59,67
126,1,0.0,12,12,59,68
127,1,0.0,11,13,59,69
128,1,0.0,10,13,60,70
129,1,0.0,10,13,60,71
130,1,0.0,9,14,60,73
131,1,0.0,10,14,60,73
132,1,0.0,11,14,60,73
133,1,0.0,11,15,60,74
134,1,0.0,12,14,61,74
135,1,0.0,14,14,61,74
136,1,0.0,13,14,61,75
137,1,0.0,13,14,61,75
138,1,0.0,13,13,62,76
139,1,0.04,12,14,62,77
140,1,0.02,12,14,62,77
141,1,0.0,12,12,64,78
142,1,0.0,11,12,64,79
143,1,0.0,12,13,64,79
144,1,0.0,12,12,65,80
145,1,0.0,11,12,65,81
146,1,0.0,11,14,65,82
