tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,-1,0.0,14,15,0,1
11,-1,0.0,14,15,0,1
12,-1,0.0,14,14,1,1
13,-1,0.0,14,14,1,1
14,-1,0.0,13,13,2,2
15,-1,0.0,13,13,2,3
16,1,0.04,12,13,2,4
17,1,0.02,11,13,3,5
18,1,0.0,9,11,5,7
19,1,0.0,9,11,6,8
20,1,0.0,9,10,7,9
21,0,0.04,10,10,7,9
22,0,0.08,9,11,7,11
23,0,0.06,11,13,7,11
24,0,0.049999999999999996,10,13,8,13
25,0,0.039999999999999994,11,13,9,13
26,1,0.04,10,13,9,14
27,1,0.08,12,12,10,14
28,1,0.12,12,12,10,14
29,1,0.16,14,13,10,14
30,1,0.2,13,13,11,15
31,1,0.24000000000000002,14,13,11,15
32,1,0.28,14,13,12,15
33,1,0.32,14,12,13,15
34,1,0.31,13,11,14,16
35,1,0.35,14,12,14,16
36,1,0.33999999999999997,14,11,15,16
37,1,0.32999999999999996,13,12,15,17
38,1,0.29,13,12,16,17
39,1,0.26999999999999996,13,13,16,18
40,1,0.24999999999999997,13,12,17,18
41,1,0.22999999999999998,13,12,18,18
42,1,0.21,13,11,19,19
43,1,0.16999999999999998,13,11,20,19
44,1,0.12999999999999998,13,11,20,20
45,1,0.08999999999999997,12,11,21,21
46,1,0.04999999999999997,12,12,21,21
47,1,0.009999999999999967,13,12,22,21
48,0,0.04,13,12,23,21
49,0,0.08,14,12,23,21
50,0,0.12,14,12,24,22
51,0,0.16,14,12,24,22
52,0,0.2,13,12,25,23
53,0,0.24000000000000002,13,13,25,23
54,0,0.28,13,13,25,23
55,0,0.32,13,13,26,24
56,0,0.36,12,12,27,25
57,0,0.39999999999999997,11,13,27,27
58,0,0.43999999999999995,11,13,27,27
59,0,0.4799999999999999,10,12,28,28
60,0,0.5199999999999999,11,13,28,28
61,0,0.5599999999999999,11,14,28,29
62,0,0.5499999999999999,12,14,28,30
63,0,0.5099999999999999,11,14,28,31
64,0,0.4699999999999999,12,13,30,31
65,0,0.42999999999999994,11,12,31,32
66,0,0.38999999999999996,11,12,31,33
67,0,0.35,12,12,31,33
68,0,0.31,12,12,31,34
69,0,0.27,12,14,31,34
70,0,0.23,13,14,32,34
71,0,0.19,13,14,32,35
72,0,0.15,13,14,32,35
73,0,0.10999999999999999,13,14,32,36
74,0,0.06999999999999998,13,13,33,36
75,0,0.029999999999999978,11,14,33,38
76,1,0.04,12,14,33,38
77,1,0.08,11,13,34,39
78,1,0.12,12,13,34,39
79,1,0.16,11,13,35,40
80,1,0.2,12,13,35,41
81,1,0.24000000000000002,12,12,36,41
82,1,0.28,12,13,36,42
83,1,0.32,11,13,36,43
84,1,0.36,12,14,36,43
85,1,0.39999999999999997,12,13,37,44
86,1,0.43999999999999995,11,14,37,45
87,1,0.4799999999999999,11,14,37,46
88,1,0.5199999999999999,11,14,37,47
89,1,0.5599999999999999,11,14,37,47
90,1,0.6,11,15,37,48
91,1,0.64,11,14,38,49
92,1,0.68,12,14,38,49
93,1,0.7200000000000001,12,14,38,50
94,1,0.7600000000000001,12,13,39,50
95,1,0.8000000000000002,12,12,40,51
96,1,0.8400000000000002,12,13,40,52
97,1,0.8800000000000002,11,13,40,53
98,1,0.9200000000000003,11,13,40,54
99,1,0.9600000000000003,11,14,40,54
100,1,1.0,12,14,41,54
101,1,1.0,12,13,42,55
102,1,1.0,12,12,43,56
103,1,1.0,13,12,43,56
104,1,1.0,12,12,43,57
105,1,1.0,12,13,43,57
106,1,1.0,12,13,44,58
107,1,1.0,13,14,44,58
108,1,1.0,11,14,44,60
109,1,1.0,12,14,44,60
110,1,1.0,12,14,44,60
111,1,1.0,12,14,45,61
112,1,1.0,11,13,46,62
113,1,1.0,13,12,47,62
114,1,1.0,12,12,47,63
115,1,1.0,11,10,49,64
116,1,1.0,11,11,49,65
117,1,1.0,11,11,50,66
118,1,1.0,11,11,51,66
119,1,1.0,11,11,51,67
120,1,1.0,12,13,51,67
121,1,1.0,12,13,51,68
122,1,1.0,13,14,51,68
123,1,1.0,12,15,51,69
124,1,1.0,12,14,52,70
125,1,1.0,12,14,52,70
126,1,1.0,12,12,54,71
127,1,1.0,12,11,55,71
128,1,1.0,13,10,56,71
129,1,1.0,14,11,56,71
130,1,0.99,13,9,58,72
131,1,0.95,14,11,58,72
132,1,0.94,13,12,58,73
133,1,0.8999999999999999,13,13,58,73
134,1,0.8899999999999999,12,12,59,74
135,1,0.8799999999999999,13,14,59,74
136,1,0.8599999999999999,13,13,60,74
137,1,0.8399999999999999,13,13,60,75
138,1,0.8199999999999998,13,12,61,75
139,1,0.7999999999999998,13,13,61,76
140,1,0.7799999999999998,12,13,61,77
