tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,14,15,0,1
8,-1,0.0,14,15,0,1
9,-1,0.0,14,15,0,1
10,-1,0.0,14,15,0,1
11,1,0.04,14,14,1,1
12,1,0.02,15,14,1,1
13,1,0.0,15,14,1,1
14,1,0.0,14,14,1,2
15,1,0.0,14,14,1,2
16,1,0.0,13,14,2,3
17,1,0.0,12,13,3,4
18,1,0.0,12,12,4,4
19,1,0.0,12,12,4,5
20,1,0.0,11,11,5,6
21,1,0.0,12,12,5,6
22,1,0.0,12,13,5,7
23,1,0.0,12,12,7,7
24,1,0.0,13,11,8,7
25,1,0.0,13,12,8,8
26,1,0.0,12,10,10,9
27,1,0.0,13,10,10,9
28,1,0.0,13,12,10,9
29,1,0.0,12,13,10,10
30,1,0.0,12,13,10,11
31,1,0.0,13,15,10,11
32,1,0.0,13,13,12,11
33,1,0.0,12,12,13,12
34,1,0.0,11,11,14,14
35,1,0.0,12,11,14,14
36,1,0.0,12,11,14,14
37,1,0.0,11,13,14,15
38,1,0.0,11,13,15,16
39,1,0.0,13,14,15,16
40,1,0.0,13,14,15,16
41,1,0.0,11,14,15,18
42,1,0.0,11,14,15,19
43,1,0.0,12,15,15,19
44,1,0.0,10,14,16,21
45,1,0.0,10,14,16,21
46,1,0.0,11,14,16,22
47,1,0.0,12,14,16,22
48,1,0.0,11,14,16,23
49,1,0.0,13,14,17,23
50,1,0.0,11,14,17,25
51,1,0.0,12,14,17,25
52,1,0.0,12,14,17,25
53,1,0.0,12,14,17,26
54,1,0.0,10,15,17,28
55,1,0.0,12,15,17,28
56,1,0.0,12,15,17,28
57,1,0.0,11,15,17,29
58,1,0.0,11,15,17,30
59,1,0.0,13,15,17,30
60,1,0.0,13,15,17,30
61,1,0.0,12,15,17,31
62,1,0.0,11,14,18,33
63,1,0.0,12,14,18,33
64,1,0.0,11,13,19,34
65,1,0.0,11,13,19,34
66,1,0.0,10,13,19,36
67,1,0.0,12,13,20,36
68,1,0.0,12,12,21,36
69,1,0.0,13,13,21,36
70,1,0.0,11,12,22,38
71,1,0.0,13,12,22,38
72,1,0.0,13,12,23,38
73,1,0.0,12,12,24,39
74,1,0.0,11,12,24,40
75,1,0.0,13,13,24,40
76,1,0.0,13,12,25,40
77,1,0.0,13,13,25,40
78,1,0.0,12,14,25,42
79,1,0.0,13,13,26,42
80,1,0.0,12,10,29,43
81,1,0.0,12,11,29,43
82,1,0.0,12,10,30,43
83,1,0.0,14,10,30,43
84,1,0.0,14,10,31,43
85,1,0.0,14,12,32,44
86,1,0.0,14,12,32,44
87,1,0.0,14,12,33,44
88,1,0.0,14,12,33,44
89,1,0.0,13,13,33,45
90,1,0.0,13,12,35,46
91,1,0.0,13,11,36,46
92,1,0.0,13,12,36,46
93,1,0.0,12,12,36,47
94,1,0.0,13,12,36,47
95,1,0.0,14,13,37,47
96,1,0.0,14,13,38,47
97,1,0.0,14,13,38,47
98,1,0.0,15,11,40,47
99,1,0.0,15,11,40,47
100,1,0.0,14,12,40,48
101,1,0.0,14,13,40,48
102,1,0.0,14,11,42,48
103,1,0.0,14,13,42,48
104,1,0.0,14,13,42,48
105,1,0.0,15,13,42,48
106,1,0.0,15,11,44,48
107,1,0.0,14,12,45,49
108,1,0.0,14,11,46,49
109,1,0.0,14,11,46,49
110,1,0.0,14,10,47,49
111,1,0.0,13,11,48,50
112,1,0.0,13,12,48,51
113,1,0.0,12,13,48,52
114,1,0.0,12,11,50,52
115,1,0.0,11,11,51,53
116,1,0.0,12,11,52,53
117,1,0.0,13,11,52,53
118,1,0.0,14,10,53,53
119,1,0.0,13,11,54,54
120,1,0.0,14,11,55,54
121,1,0.0,14,12,55,54
122,1,0.0,14,11,56,54
123,1,0.0,14,12,56,54
124,1,0.0,15,12,57,54
125,1,0.0,14,12,58,55
126,1,0.0,14,12,58,55
127,1,0.0,14,12,59,55
128,1,0.0,14,12,59,55
129,1,0.0,14,12,60,55
130,1,0.0,14,12,61,56
131,1,0.0,14,11,62,56
132,1,0.0,12,12,62,58
133,1,0.0,12,11,63,58
134,1,0.0,11,11,64,59
135,1,0.0,12,11,65,59
136,1,0.0,12,12,65,59
137,1,0.0,13,12,65,60
138,1,0.0,13,13,65,60
139,1,0.0,13,14,65,61
140,1,0.0,12,14,66,62
141,1,0.0,12,14,66,62
142,1,0.0,13,14,66,62
143,1,0.0,13,12,68,62
144,1,0.0,14,12,68,62
145,1,0.0,14,12,69,63
146,1,0.0,13,12,69,64
147,1,0.0,12,12,69,65
148,1,0.0,11,13,70,66
149,1,0.0,10,12,71,67
150,1,0.0,11,13,71,67
151,1,0.0,11,12,72,68
152,1,0.0,11,11,73,69
153,1,0.0,12,12,73,69
154,1,0.0,13,13,73,69
155,1,0.0,12,13,73,70
156,1,0.0,13,14,73,70
