tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,-1,0.0,15,15,0,0
11,-1,0.0,15,15,0,0
12,1,0.04,15,15,0,0
13,1,0.02,15,14,1,0
14,1,0.0,15,14,1,0
15,1,0.0,13,13,2,2
16,1,0.0,13,12,3,2
17,1,0.0,12,11,4,3
18,1,0.0,11,12,4,4
19,1,0.0,10,9,7,5
20,1,0.0,11,10,7,6
21,1,0.0,11,11,7,6
22,1,0.0,12,11,8,6
23,1,0.0,12,10,9,7
24,1,0.0,13,13,9,7
25,1,0.0,14,11,11,7
26,1,0.0,13,11,11,8
27,0,0.04,13,11,12,8
28,0,0.08,14,12,12,8
29,0,0.12,14,12,12,8
30,0,0.16,13,13,13,9
31,0,0.2,13,13,13,10
32,0,0.18000000000000002,13,14,13,10
33,0,0.16000000000000003,12,13,14,11
34,0,0.14000000000000004,10,13,14,13
35,0,0.12000000000000004,11,14,14,13
36,0,0.10000000000000003,11,13,15,14
37,0,0.08000000000000003,11,13,15,14
38,0,0.060000000000000026,11,13,16,15
39,0,0.04000000000000002,13,12,17,15
40,0,0.02000000000000002,12,12,17,16
41,0,2.0816681711721685e-17,13,11,19,16
42,0,0.0,12,10,20,17
43,0,0.0,12,11,20,18
44,0,0.0,11,12,20,19
45,0,0.0,11,12,20,20
46,0,0.0,11,14,20,20
47,0,0.0,12,14,21,20
48,0,0.0,10,14,21,23
49,0,0.0,11,13,22,23
50,0,0.0,12,12,23,23
51,0,0.0,11,12,23,24
52,0,0.0,11,13,23,24
53,0,0.0,13,12,24,25
54,0,0.0,12,13,24,26
55,0,0.0,12,12,26,26
56,0,0.0,12,12,26,27
57,0,0.0,12,12,26,27
58,0,0.0,13,12,27,27
59,0,0.0,13,11,28,28
60,0,0.0,12,13,28,29
61,0,0.0,13,13,28,29
62,0,0.0,12,11,30,30
63,0,0.0,12,12,30,30
64,0,0.0,13,12,31,30
65,0,0.0,13,12,31,31
66,0,0.0,12,12,31,32
67,0,0.0,12,13,32,33
68,0,0.0,12,10,35,33
69,0,0.0,12,10,36,33
70,0,0.0,13,10,36,33
71,0,0.0,13,10,36,34
72,0,0.0,14,10,37,34
73,0,0.0,12,13,37,36
74,0,0.0,12,14,37,36
75,0,0.0,11,13,38,37
76,0,0.0,12,13,38,37
77,0,0.0,11,14,38,38
78,0,0.0,12,12,40,39
79,0,0.0,12,12,40,39
80,0,0.0,12,12,41,40
81,0,0.0,11,10,43,41
82,0,0.0,12,10,43,41
83,0,0.0,12,12,43,42
84,0,0.0,12,11,44,42
85,0,0.0,13,12,44,42
86,0,0.0,14,14,44,42
87,0,0.0,12,14,44,44
88,0,0.0,13,13,45,44
89,0,0.0,11,14,45,46
90,0,0.0,11,13,46,46
91,0,0.0,10,13,46,47
92,0,0.0,12,13,46,47
93,0,0.0,11,14,46,48
94,0,0.0,13,13,47,48
95,0,0.0,12,13,48,49
96,0,0.0,12,13,48,50
97,0,0.0,12,12,49,50
98,0,0.0,12,12,49,51
99,0,0.0,11,13,49,52
100,0,0.0,12,13,50,52
101,0,0.0,12,13,50,53
102,0,0.0,11,14,50,54
103,0,0.0,12,13,51,54
104,0,0.0,13,12,52,54
105,0,0.0,11,13,52,56
106,0,0.0,12,13,52,56
107,0,0.0,13,13,52,56
108,0,0.0,11,12,54,58
109,0,0.0,11,13,54,58
110,0,0.0,12,13,54,59
111,1,0.04,10,12,55,61
112,1,0.08,10,12,55,61
113,1,0.06,12,14,55,61
114,1,0.1,11,14,55,62
115,1,0.14,12,13,56,62
116,1,0.12000000000000001,14,14,56,62
117,1,0.1,13,14,56,63
118,1,0.08,13,14,56,63
119,1,0.06,13,14,56,64
120,1,0.039999999999999994,12,15,56,65
121,1,0.019999999999999993,11,15,56,66
122,1,0.0,11,14,57,67
123,1,0.0,10,13,58,68
124,1,0.0,10,11,60,69
125,1,0.04,10,11,60,70
126,1,0.02,10,11,60,71
127,1,0.0,11,12,60,71
128,1,0.0,11,13,60,72
129,1,0.0,11,13,62,73
130,1,0.0,12,13,62,73
131,1,0.0,12,13,62,74
132,1,0.0,11,13,62,75
133,1,0.0,12,12,63,75
134,1,0.04,12,14,63,76
135,1,0.08,11,14,63,77
136,1,0.12,12,14,63,77
137,1,0.16,13,14,63,77
138,1,0.2,13,15,63,77
139,1,0.18000000000000002,14,14,64,77
140,1,0.16000000000000003,14,14,64,78
141,1,0.14000000000000004,13,13,65,79
142,1,0.12000000000000004,13,12,66,79
143,1,0.10000000000000003,12,11,67,80
144,1,0.08000000000000003,10,11,68,82
145,1,0.060000000000000026,11,10,69,82
146,1,0.04000000000000002,12,10,70,82
147,1,0.02000000000000002,11,11,70,83
148,1,2.0816681711721685e-17,12,12,70,83
