tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,-1,0.0,15,15,0,0
11,-1,0.0,15,15,0,0
12,-1,0.0,15,15,0,0
13,1,0.04,14,14,1,1
14,1,0.08,14,13,2,1
15,1,0.06,14,13,2,1
16,1,0.039999999999999994,13,11,4,2
17,1,0.019999999999999993,13,10,5,2
18,1,0.0,14,11,5,2
19,1,0.0,12,10,7,4
20,1,0.0,12,9,8,4
21,1,0.0,13,11,8,4
22,0,0.04,13,10,10,4
23,0,0.02,11,10,10,6
24,0,0.06,13,11,11,6
25,0,0.039999999999999994,13,10,13,6
26,0,0.07999999999999999,13,10,13,6
27,0,0.12,12,12,13,7
28,0,0.16,14,11,14,7
29,0,0.2,14,11,15,7
30,0,0.24000000000000002,14,12,16,7
31,0,0.28,14,12,16,7
32,0,0.32,15,11,17,7
33,0,0.36,14,12,17,8
34,0,0.39999999999999997,14,12,18,8
35,0,0.37999999999999995,14,13,18,8
36,0,0.35999999999999993,12,12,19,10
37,0,0.3999999999999999,12,12,20,10
38,0,0.3799999999999999,13,11,21,10
39,0,0.3599999999999999,12,12,21,11
40,0,0.33999999999999986,12,11,22,11
41,0,0.31999999999999984,14,11,23,11
42,0,0.2999999999999998,13,12,23,12
43,0,0.2799999999999998,12,13,23,13
44,0,0.2599999999999998,12,12,24,14
45,0,0.2399999999999998,10,12,25,16
46,0,0.2799999999999998,9,12,26,17
47,0,0.2599999999999998,10,12,26,17
48,0,0.2399999999999998,11,12,26,17
49,0,0.2199999999999998,11,13,26,18
50,0,0.19999999999999982,13,14,26,18
51,0,0.17999999999999983,13,15,26,19
52,0,0.15999999999999984,12,15,26,20
53,0,0.11999999999999983,11,15,26,21
54,0,0.07999999999999982,12,14,27,21
55,0,0.03999999999999982,11,13,28,22
56,1,0.04,12,13,28,22
57,1,0.08,13,12,29,22
58,1,0.12,13,12,29,23
59,1,0.16,11,13,29,25
60,1,0.2,12,14,29,25
61,1,0.24000000000000002,12,14,29,25
62,1,0.28,11,15,29,26
63,1,0.32,12,15,29,26
64,1,0.36,13,15,29,27
65,1,0.39999999999999997,13,15,29,27
66,1,0.43999999999999995,12,13,31,28
67,1,0.4799999999999999,12,13,31,29
68,1,0.5199999999999999,12,13,31,29
69,1,0.5599999999999999,13,13,31,29
70,1,0.6,12,12,32,30
71,1,0.64,12,14,32,31
72,1,0.68,13,14,32,31
73,1,0.7200000000000001,13,14,32,31
74,1,0.7600000000000001,12,13,33,32
75,1,0.8000000000000002,13,13,34,32
76,1,0.8400000000000002,13,13,34,33
77,1,0.8800000000000002,13,13,34,33
78,1,0.9200000000000003,12,12,35,34
79,1,0.9600000000000003,12,13,35,35
80,1,1.0,11,14,35,36
81,1,1.0,12,14,35,36
82,1,1.0,11,13,36,37
83,1,1.0,12,14,36,37
84,1,1.0,12,14,36,38
85,1,1.0,13,11,39,38
86,1,1.0,12,10,40,39
87,1,0.98,13,11,40,39
88,1,1.0,12,10,41,40
89,1,1.0,13,10,41,40
90,1,1.0,12,13,41,41
91,1,1.0,13,14,41,41
92,1,1.0,12,14,41,42
93,1,1.0,12,15,41,43
94,1,1.0,12,15,41,43
95,1,1.0,13,14,42,43
96,1,1.0,13,14,42,43
97,1,1.0,13,12,44,44
98,1,1.0,14,12,44,44
99,1,1.0,12,12,44,46
100,1,1.0,12,12,45,46
101,1,1.0,12,11,46,46
102,1,1.0,12,12,47,47
103,1,1.0,12,11,48,47
104,1,0.98,14,11,48,47
105,1,0.96,14,11,49,47
106,1,0.94,14,12,49,47
107,1,0.9199999999999999,14,12,50,48
108,1,0.8999999999999999,13,12,51,49
109,1,0.8799999999999999,13,12,51,49
110,1,0.8599999999999999,13,11,53,49
111,1,0.8399999999999999,13,11,53,49
112,1,0.8199999999999998,14,11,54,49
113,1,0.7799999999999998,15,11,55,49
114,1,0.7599999999999998,14,11,55,50
115,1,0.7199999999999998,14,12,56,50
116,1,0.6999999999999997,14,12,56,50
117,1,0.6799999999999997,12,13,56,52
118,1,0.6599999999999997,11,14,56,53
119,1,0.6399999999999997,12,13,57,53
120,1,0.6199999999999997,11,13,58,54
121,1,0.5999999999999996,10,13,58,55
122,1,0.5799999999999996,11,12,59,56
123,1,0.5599999999999996,12,11,60,56
124,1,0.5399999999999996,12,11,61,56
125,1,0.4999999999999996,13,11,62,56
126,1,0.4799999999999996,14,11,62,56
127,1,0.4599999999999996,15,11,63,56
128,1,0.43999999999999956,13,12,63,58
129,1,0.41999999999999954,13,12,64,58
130,1,0.3999999999999995,12,13,64,59
131,1,0.35999999999999954,12,11,66,59
132,1,0.3399999999999995,11,11,67,60
133,1,0.29999999999999954,13,11,67,60
134,1,0.2799999999999995,13,12,67,60
