tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,14,15,0,1
6,-1,0.0,14,15,0,1
7,-1,0.0,14,15,0,1
8,-1,0.0,14,15,0,1
9,-1,0.0,14,15,0,1
10,-1,0.0,15,15,0,1
11,-1,0.0,15,15,0,1
12,-1,0.0,14,14,1,2
13,1,0.04,14,13,2,2
14,1,0.08,14,12,3,2
15,1,0.06,14,10,5,2
16,1,0.039999999999999994,14,8,7,2
17,1,0.019999999999999993,14,8,8,3
18,1,0.0,13,7,10,4
19,1,0.0,13,7,11,4
20,0,0.04,13,7,13,4
21,0,0.08,13,8,14,4
22,0,0.12,14,9,14,4
23,0,0.16,15,10,15,4
24,0,0.2,15,11,15,4
25,0,0.24000000000000002,14,13,15,5
26,0,0.28,14,13,16,5
27,0,0.32,14,12,17,5
28,0,0.36,14,11,19,5
29,0,0.39999999999999997,14,10,20,5
30,0,0.43999999999999995,15,9,21,5
31,0,0.4799999999999999,15,10,21,5
32,0,0.5199999999999999,14,9,23,6
33,0,0.5599999999999999,14,10,24,6
34,0,0.6,14,10,25,6
35,0,0.64,14,10,26,6
36,0,0.68,14,8,28,6
37,0,0.7200000000000001,15,10,28,6
38,0,0.7600000000000001,14,11,28,7
39,0,0.8000000000000002,14,11,29,7
40,0,0.8400000000000002,13,11,30,8
41,0,0.8800000000000002,13,13,30,8
42,0,0.9200000000000003,13,12,31,8
43,0,0.9600000000000003,13,12,31,9
44,0,1.0,13,11,33,9
45,0,1.0,14,11,34,9
46,0,1.0,14,11,34,9
47,0,1.0,13,12,34,10
48,0,1.0,13,11,35,11
49,0,1.0,12,11,37,12
50,0,1.0,12,12,37,12
51,0,1.0,12,11,38,12
52,0,1.0,13,9,40,12
53,0,1.0,14,9,41,12
54,0,1.0,15,11,41,12
55,0,1.0,14,11,41,13
56,0,1.0,14,12,41,13
57,0,1.0,14,13,42,13
58,0,1.0,13,13,43,14
59,0,1.0,13,12,44,14
60,0,1.0,14,11,45,14
61,0,1.0,14,11,45,14
62,0,1.0,13,11,46,15
63,0,1.0,13,11,47,16
64,0,1.0,13,12,47,16
65,0,1.0,13,12,48,16
66,0,1.0,13,11,49,16
67,0,1.0,14,11,50,16
68,0,1.0,15,11,51,16
69,0,1.0,15,10,52,16
70,0,1.0,14,10,53,17
71,0,1.0,13,10,54,18
72,0,1.0,13,10,55,18
73,0,1.0,13,11,55,18
74,0,1.0,13,11,56,18
75,0,1.0,14,12,56,18
76,0,1.0,15,12,57,18
77,0,1.0,14,12,58,19
78,0,1.0,14,11,59,19
79,0,1.0,14,11,60,19
80,0,1.0,13,11,60,20
81,0,1.0,13,10,62,20
82,0,1.0,14,11,62,20
83,0,1.0,14,11,63,20
84,0,1.0,14,11,64,20
85,0,1.0,15,10,65,20
86,0,1.0,15,10,67,20
87,0,1.0,14,9,68,21
88,0,1.0,14,9,69,21
89,0,1.0,14,9,70,21
90,0,1.0,14,10,70,21
91,0,1.0,14,11,71,21
92,0,1.0,14,12,71,22
93,0,1.0,14,12,72,22
94,0,1.0,14,12,73,22
95,0,1.0,14,11,74,22
96,0,1.0,14,11,75,22
97,0,1.0,15,10,76,22
98,0,1.0,15,11,76,22
99,0,1.0,14,11,77,23
100,0,1.0,14,11,78,23
101,0,1.0,13,12,78,24
102,0,1.0,13,12,79,24
103,0,1.0,13,11,80,24
104,0,1.0,14,11,81,24
105,0,1.0,14,12,81,24
106,0,1.0,14,10,83,25
107,0,1.0,13,10,84,26
108,0,1.0,13,11,84,26
109,0,1.0,13,11,85,26
110,0,1.0,13,11,85,26
111,0,1.0,14,11,87,26
112,0,1.0,15,11,88,26
113,0,1.0,15,10,89,26
114,0,1.0,14,11,89,27
115,0,1.0,14,10,90,27
116,0,1.0,14,12,90,27
117,0,1.0,13,12,91,28
118,0,1.0,13,12,92,28
119,0,1.0,14,11,93,28
120,0,1.0,14,11,94,28
121,0,1.0,14,11,94,28
122,0,1.0,15,10,96,28
123,0,1.0,15,10,97,28
124,0,1.0,15,10,98,28
125,0,1.0,15,11,98,28
126,0,1.0,15,10,99,28
127,0,1.0,15,11,100,28
128,0,1.0,15,11,101,28
129,0,1.0,15,11,102,28
130,0,1.0,15,10,103,28
131,0,1.0,15,10,104,28
132,0,1.0,15,11,104,28
133,0,1.0,14,10,106,29
134,0,1.0,13,10,107,30
135,0,1.0,13,11,107,30
136,0,1.0,13,11,108,30
137,0,1.0,12,11,108,31
138,0,1.0,13,12,109,31
139,0,1.0,14,12,110,31
140,0,1.0,14,11,111,31
141,0,1.0,14,10,113,31
142,0,1.0,15,9,114,31
143,0,1.0,15,10,114,31
144,0,1.0,15,9,116,31
145,0,1.0,15,9,117,31
146,0,1.0,15,11,117,31
147,0,1.0,14,12,117,32
148,0,1.0,13,10,119,33
149,0,1.0,13,12,119,33
150,0,1.0,13,12,120,33
151,0,1.0,13,11,121,33
