tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,-1,0.0,14,15,0,1
11,1,0.04,14,15,0,1
12,1,0.08,14,15,0,1
13,1,0.06,13,14,1,2
14,1,0.039999999999999994,12,13,2,3
15,1,0.019999999999999993,12,13,2,4
16,1,0.0,11,11,4,5
17,1,0.0,10,10,5,6
18,1,0.0,11,10,6,6
19,1,0.0,12,9,8,6
20,1,0.0,13,8,9,6
21,1,0.0,14,9,10,6
22,1,0.0,15,9,11,6
23,0,0.04,15,9,12,6
24,0,0.08,15,11,12,6
25,0,0.12,15,11,13,6
26,0,0.16,15,12,13,6
27,0,0.2,14,13,13,7
28,0,0.24000000000000002,14,13,14,7
29,0,0.28,13,13,14,8
30,0,0.32,12,14,14,9
31,0,0.36,11,13,15,10
32,0,0.39999999999999997,12,12,16,10
33,0,0.43999999999999995,12,12,17,10
34,0,0.4799999999999999,13,11,18,10
35,0,0.4599999999999999,14,11,18,10
36,0,0.4399999999999999,15,11,19,10
37,0,0.4199999999999999,15,11,20,10
38,0,0.39999999999999986,14,11,21,11
39,0,0.37999999999999984,14,12,21,11
40,0,0.3599999999999998,13,11,22,12
41,0,0.3399999999999998,11,10,24,14
42,0,0.3199999999999998,11,11,24,14
43,0,0.29999999999999977,12,10,26,14
44,0,0.27999999999999975,12,10,26,14
45,0,0.25999999999999973,13,10,27,14
46,0,0.2999999999999997,14,11,28,15
47,0,0.3399999999999997,14,10,29,15
48,0,0.37999999999999967,14,11,30,15
49,0,0.41999999999999965,12,11,30,17
50,0,0.39999999999999963,12,12,30,17
51,0,0.3799999999999996,13,12,31,17
52,0,0.3599999999999996,13,13,31,17
53,0,0.3399999999999996,13,13,32,17
54,0,0.31999999999999956,14,12,33,18
55,0,0.29999999999999954,14,11,34,18
56,0,0.2799999999999995,14,12,34,18
57,0,0.2599999999999995,13,11,35,19
58,0,0.23999999999999952,13,11,36,19
59,0,0.21999999999999953,14,12,36,19
60,0,0.19999999999999954,13,11,38,20
61,0,0.17999999999999955,13,10,39,20
62,0,0.15999999999999956,14,10,40,20
63,0,0.13999999999999957,14,10,41,20
64,0,0.11999999999999957,13,10,41,21
65,0,0.09999999999999956,14,11,42,21
66,0,0.07999999999999956,14,11,43,21
67,0,0.059999999999999554,13,11,44,22
68,0,0.03999999999999955,13,11,45,22
69,0,0.01999999999999955,14,11,45,22
70,0,0.0,14,11,46,22
71,0,0.0,14,11,47,22
72,0,0.0,15,11,48,22
73,0,0.0,15,12,48,22
74,0,0.04,15,11,49,22
75,0,0.02,15,12,49,22
76,0,0.06,15,12,50,22
77,0,0.039999999999999994,14,12,51,23
78,0,0.019999999999999993,13,12,51,24
79,0,0.0,13,12,52,24
80,0,0.0,12,11,53,25
81,0,0.0,11,12,53,26
82,0,0.0,12,12,54,26
83,0,0.0,12,11,55,27
84,0,0.0,12,12,55,27
85,0,0.0,12,13,55,28
86,0,0.0,13,12,56,28
87,0,0.0,11,13,56,30
88,0,0.0,12,13,57,30
89,0,0.0,12,13,57,30
90,0,0.0,12,12,58,31
91,1,0.04,11,13,58,32
92,1,0.08,13,13,58,32
93,1,0.12,13,14,58,32
94,1,0.16,13,13,59,32
95,1,0.14,14,13,60,32
96,1,0.12000000000000001,15,12,61,32
97,1,0.1,15,12,61,32
98,1,0.08,14,12,61,33
99,1,0.06,13,12,62,34
100,1,0.039999999999999994,12,13,62,35
101,1,0.019999999999999993,12,14,62,35
102,1,0.0,12,12,64,35
103,1,0.0,11,12,64,37
104,1,0.0,12,13,64,37
105,1,0.0,12,12,65,38
106,1,0.0,12,11,66,38
107,1,0.0,11,13,66,39
108,1,0.0,13,12,67,39
109,1,0.0,13,11,68,39
110,1,0.0,13,12,68,40
111,1,0.0,13,13,68,40
112,1,0.0,13,13,68,41
113,1,0.0,13,13,69,41
114,1,0.0,13,14,69,41
115,1,0.0,13,14,69,42
116,1,0.0,12,13,70,43
117,1,0.0,13,12,71,43
118,1,0.0,13,13,71,43
119,1,0.0,12,12,72,44
120,1,0.0,13,12,72,44
121,1,0.0,13,12,73,45
122,1,0.0,13,13,73,45
123,1,0.0,12,13,73,46
124,1,0.0,13,13,74,46
125,1,0.0,12,13,74,47
126,1,0.0,13,13,75,47
127,1,0.0,13,13,75,47
128,1,0.0,14,13,75,47
129,1,0.0,12,13,76,49
130,1,0.0,13,12,77,49
131,1,0.0,13,13,77,49
132,1,0.0,13,12,78,49
133,1,0.0,11,12,78,51
134,1,0.0,12,13,78,52
135,1,0.0,12,14,78,52
136,1,0.0,11,14,78,53
137,1,0.0,11,14,79,53
138,1,0.0,12,14,79,54
139,1,0.0,12,14,79,55
140,1,0.04,11,14,79,56
141,1,0.08,11,14,79,57
