tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,-1,0.0,15,15,0,0
11,-1,0.0,14,14,1,1
12,-1,0.0,14,14,1,1
13,1,0.04,14,13,2,1
14,1,0.08,14,13,2,1
15,1,0.12,13,11,4,2
16,1,0.09999999999999999,13,12,4,3
17,1,0.07999999999999999,12,9,7,4
18,1,0.059999999999999984,11,10,7,5
19,1,0.03999999999999998,10,8,9,6
20,1,0.01999999999999998,11,9,10,6
21,1,0.0,11,7,12,7
22,1,0.0,12,10,12,7
23,1,0.0,13,8,14,7
24,1,0.0,14,10,14,7
25,0,0.04,14,10,15,7
26,0,0.08,15,12,15,7
27,0,0.12,15,12,15,7
28,0,0.16,15,14,15,7
29,0,0.2,15,13,16,7
30,0,0.24000000000000002,15,14,16,7
31,0,0.28,15,13,17,7
32,0,0.32,15,13,17,7
33,0,0.36,15,11,19,7
34,0,0.39999999999999997,15,12,19,7
35,0,0.43999999999999995,15,10,21,7
36,0,0.4799999999999999,15,10,22,7
37,0,0.5199999999999999,15,8,24,7
38,0,0.5599999999999999,15,9,25,7
39,0,0.6,15,8,26,7
40,0,0.64,15,9,27,7
41,0,0.68,15,8,29,7
42,0,0.7200000000000001,15,10,29,7
43,0,0.7600000000000001,15,9,31,7
44,0,0.8000000000000002,15,9,32,7
45,0,0.8400000000000002,15,9,33,7
46,0,0.8800000000000002,15,11,33,7
47,0,0.9200000000000003,15,11,33,7
48,0,0.9600000000000003,15,12,34,7
49,0,1.0,15,12,35,7
50,0,1.0,14,13,35,8
51,0,1.0,14,11,37,8
52,0,1.0,14,9,39,8
53,0,1.0,14,8,41,8
54,0,1.0,14,9,41,8
55,0,1.0,15,8,42,8
56,0,1.0,15,10,42,8
57,0,1.0,15,11,43,8
58,0,1.0,15,13,43,8
59,0,1.0,14,12,44,9
60,0,1.0,14,12,45,9
61,0,1.0,14,11,46,9
62,0,1.0,14,12,46,9
63,0,1.0,14,10,48,9
64,0,1.0,15,10,49,9
65,0,1.0,15,10,50,9
66,0,1.0,15,10,51,9
67,0,1.0,14,9,52,10
68,0,1.0,14,11,52,10
69,0,1.0,14,11,53,10
70,0,1.0,14,10,55,10
71,0,1.0,14,10,56,10
72,0,1.0,15,10,57,10
73,0,1.0,15,10,57,10
74,0,1.0,15,9,59,10
75,0,1.0,15,11,59,10
76,0,1.0,15,11,60,10
77,0,1.0,15,11,61,10
78,0,1.0,14,11,61,11
79,0,1.0,14,12,62,11
80,0,1.0,14,11,63,11
81,0,1.0,13,11,64,12
82,0,1.0,13,11,65,12
83,0,1.0,14,11,65,12
84,0,1.0,14,11,66,12
85,0,1.0,13,11,67,13
86,0,1.0,14,11,68,13
87,0,1.0,14,11,69,13
88,0,1.0,14,9,71,13
89,0,1.0,14,9,72,13
90,0,1.0,15,9,73,13
91,0,1.0,15,10,73,13
92,0,1.0,15,10,74,13
93,0,1.0,15,11,75,13
94,0,1.0,14,11,76,14
95,0,1.0,14,11,77,14
96,0,1.0,14,10,78,14
97,0,1.0,14,11,78,14
98,0,1.0,14,11,79,14
99,0,1.0,15,12,79,14
100,0,1.0,15,12,80,14
101,0,1.0,15,12,81,14
102,0,1.0,15,10,83,14
103,0,1.0,15,11,83,14
104,0,1.0,15,10,84,14
105,0,1.0,15,10,85,14
106,0,1.0,15,9,87,14
107,0,1.0,15,10,88,14
108,0,1.0,15,10,88,14
109,0,1.0,15,10,89,14
110,0,1.0,15,9,91,14
111,0,1.0,15,10,92,14
112,0,1.0,15,11,92,14
113,0,1.0,15,10,93,14
114,0,1.0,15,10,94,14
115,0,1.0,15,12,94,14
116,0,1.0,15,12,95,14
117,0,1.0,15,12,95,14
118,0,1.0,15,10,98,14
119,0,1.0,15,11,98,14
120,0,1.0,15,10,99,14
121,0,1.0,14,11,99,15
122,0,1.0,13,9,101,16
123,0,1.0,13,11,102,16
124,0,1.0,11,10,103,18
125,0,1.0,11,11,103,18
126,0,1.0,11,9,105,19
127,0,1.0,12,11,105,19
128,0,1.0,12,11,106,19
129,0,1.0,14,11,107,19
130,0,1.0,13,10,108,20
131,0,1.0,14,11,109,20
132,0,1.0,14,11,109,20
133,0,1.0,14,11,110,20
134,0,1.0,14,11,111,20
135,0,1.0,15,12,111,20
136,0,1.0,15,12,112,20
137,0,1.0,15,12,112,20
138,0,1.0,15,11,114,20
139,0,1.0,15,11,115,20
140,0,1.0,15,10,116,20
141,0,1.0,15,10,117,20
142,0,1.0,15,9,118,20
143,0,1.0,15,11,118,20
144,0,1.0,15,11,119,20
145,0,1.0,15,12,119,20
146,0,1.0,15,12,120,20
147,0,1.0,15,11,122,20
148,0,1.0,15,10,123,20
149,0,1.0,15,10,124,20
150,0,1.0,15,9,125,20
