tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,15,0,0
8,-1,0.0,15,15,0,0
9,-1,0.0,15,15,0,0
10,1,0.04,15,14,1,0
11,1,0.08,15,14,1,0
12,1,0.12,14,14,1,1
13,1,0.09999999999999999,14,13,2,1
14,1,0.07999999999999999,12,13,2,3
15,1,0.059999999999999984,12,13,3,3
16,1,0.03999999999999998,10,11,5,5
17,1,0.01999999999999998,11,11,5,5
18,1,0.0,10,12,5,6
19,1,0.0,12,11,6,6
20,1,0.0,11,12,6,7
21,1,0.0,13,14,6,7
22,1,0.0,13,12,8,7
23,1,0.0,14,12,8,7
24,1,0.0,13,12,9,8
25,1,0.0,14,11,10,8
26,1,0.0,13,10,11,9
27,1,0.0,13,12,11,9
28,1,0.0,12,11,12,10
29,1,0.0,12,12,12,11
30,1,0.0,12,12,13,11
31,1,0.0,13,13,13,11
32,1,0.0,12,12,14,12
33,1,0.0,12,12,15,13
34,1,0.0,12,12,15,14
35,1,0.0,12,13,15,14
36,1,0.0,11,12,16,15
37,1,0.0,11,13,16,16
38,1,0.0,11,13,17,17
39,1,0.0,12,13,17,17
40,1,0.0,11,13,17,18
41,1,0.0,12,13,18,18
42,1,0.0,13,13,18,18
43,1,0.0,13,13,19,19
44,1,0.0,12,13,19,20
45,1,0.0,13,12,20,20
46,1,0.0,12,13,20,21
47,1,0.0,12,13,20,21
48,1,0.0,13,14,20,21
49,1,0.0,13,13,21,22
50,1,0.0,12,14,21,23
51,1,0.0,12,14,21,24
52,1,0.0,11,14,21,25
53,1,0.0,9,13,22,27
54,1,0.0,10,14,22,27
55,1,0.0,10,14,22,28
56,1,0.0,10,13,23,29
57,1,0.0,11,13,23,29
58,1,0.0,12,13,24,30
59,1,0.0,11,13,24,31
60,1,0.0,11,13,24,32
61,1,0.0,11,14,24,33
62,1,0.0,11,13,25,33
63,1,0.0,10,14,25,35
64,1,0.0,11,14,25,35
65,1,0.04,11,14,25,36
66,1,0.02,12,14,25,36
67,1,0.0,11,15,25,37
68,1,0.04,12,15,25,38
69,1,0.08,12,14,26,38
70,1,0.06,13,13,27,38
71,1,0.039999999999999994,13,11,29,38
72,1,0.019999999999999993,13,11,29,39
73,1,0.0,14,11,29,39
74,1,0.0,13,12,29,40
75,1,0.0,13,13,29,40
76,1,0.0,12,14,30,41
77,1,0.0,12,13,31,42
78,1,0.0,12,12,32,42
79,1,0.0,13,11,33,42
80,1,0.0,13,10,34,42
81,1,0.0,14,11,34,42
82,1,0.0,14,11,35,43
83,1,0.0,14,11,36,43
84,1,0.0,13,10,38,44
85,1,0.0,13,10,39,44
86,1,0.0,13,9,40,44
87,1,0.0,13,10,40,45
88,1,0.0,13,10,41,45
89,1,0.0,13,12,41,46
90,0,0.04,13,12,42,46
91,0,0.02,13,13,42,46
92,0,0.06,14,12,43,46
93,0,0.039999999999999994,14,13,43,46
94,0,0.019999999999999993,15,13,43,46
95,0,0.0,14,13,44,47
96,0,0.0,14,12,45,47
97,0,0.0,14,12,46,47
98,0,0.0,13,12,46,48
99,0,0.0,13,11,47,48
100,0,0.0,14,12,47,48
101,0,0.0,13,12,48,49
102,0,0.0,12,13,48,50
103,0,0.0,12,12,49,51
104,0,0.0,10,13,49,53
105,0,0.0,10,12,50,53
106,0,0.0,11,12,51,53
107,0,0.0,11,11,52,54
108,0,0.0,12,12,52,54
109,0,0.0,13,11,53,55
110,0,0.0,12,12,53,56
111,0,0.0,12,13,53,56
112,0,0.0,11,14,53,58
113,0,0.0,11,13,54,58
114,0,0.0,12,14,54,58
115,0,0.0,11,14,54,60
116,0,0.0,11,13,55,60
117,0,0.0,13,13,55,60
118,0,0.0,12,14,55,61
119,0,0.0,11,14,55,62
120,0,0.0,13,14,55,62
121,0,0.0,12,14,56,63
122,0,0.0,11,13,57,64
123,0,0.0,12,12,58,64
124,0,0.0,13,11,59,64
125,0,0.0,12,11,59,65
126,0,0.0,13,11,60,65
127,0,0.0,13,12,60,66
128,0,0.0,13,12,61,66
129,0,0.0,13,13,61,66
130,0,0.0,14,12,62,66
131,0,0.0,14,13,62,66
132,0,0.0,14,13,62,67
133,0,0.0,13,13,63,68
134,0,0.0,13,12,64,68
135,0,0.0,13,12,65,68
136,0,0.0,12,12,65,69
137,0,0.0,13,12,65,69
138,0,0.0,14,13,65,69
139,0,0.0,14,13,66,69
140,0,0.0,14,13,67,69
141,0,0.0,14,13,67,70
142,0,0.0,13,12,68,71
143,0,0.0,12,12,68,72
144,0,0.0,10,12,69,74
145,0,0.0,9,12,70,75
146,0,0.0,9,12,70,76
147,0,0.0,10,13,70,76
148,0,0.0,10,13,70,77
149,0,0.0,12,14,70,77
150,0,0.0,13,14,71,77
151,0,0.0,13,13,72,78
152,0,0.0,12,12,73,79
153,0,0.0,13,12,73,79
