tick,objective_controller,objective_progress,alive_team_0,alive_team_1,kills_team_0,kills_team_1
1,-1,0.0,15,15,0,0
2,-1,0.0,15,15,0,0
3,-1,0.0,15,15,0,0
4,-1,0.0,15,15,0,0
5,-1,0.0,15,15,0,0
6,-1,0.0,15,15,0,0
7,-1,0.0,15,14,1,0
8,-1,0.0,15,14,1,0
9,-1,0.0,15,13,2,0
10,1,0.04,15,13,2,0
11,1,0.08,15,13,2,0
12,1,0.12,14,13,3,1
13,1,0.09999999999999999,14,12,4,1
14,1,0.07999999999999999,13,13,4,2
15,1,0.059999999999999984,12,11,6,3
16,1,0.03999999999999998,12,9,8,3
17,1,0.01999999999999998,12,9,9,4
18,1,0.0,11,10,9,5
19,1,0.0,12,9,10,5
20,1,0.0,13,10,11,5
21,0,0.04,13,11,12,5
22,0,0.08,14,11,13,5
23,0,0.12,15,11,13,5
24,0,0.16,13,11,14,7
25,0,0.2,12,12,14,8
26,0,0.24000000000000002,12,13,14,8
27,0,0.28,12,13,15,8
28,0,0.32,11,13,15,9
29,0,0.36,12,13,16,10
30,0,0.39999999999999997,13,13,16,10
31,0,0.43999999999999995,12,13,16,11
32,0,0.41999999999999993,12,14,16,11
33,0,0.3999999999999999,12,14,16,12
34,0,0.3799999999999999,12,14,17,13
35,0,0.3599999999999999,11,14,17,14
36,0,0.33999999999999986,11,13,18,15
37,0,0.31999999999999984,10,12,19,16
38,0,0.2999999999999998,11,12,19,16
39,0,0.2799999999999998,11,13,19,17
40,0,0.2599999999999998,12,11,21,17
41,0,0.21999999999999978,11,12,21,19
42,0,0.1999999999999998,12,13,21,19
43,0,0.1799999999999998,12,13,21,19
44,0,0.1599999999999998,12,12,22,20
45,0,0.13999999999999982,11,13,23,21
46,0,0.09999999999999981,12,11,25,22
47,0,0.07999999999999981,12,11,25,22
48,0,0.059999999999999803,12,11,25,22
49,0,0.0399999999999998,12,12,25,23
50,0,0.0199999999999998,13,12,26,23
51,0,0.0,13,14,26,24
52,0,0.0,12,14,26,25
53,0,0.0,12,13,27,25
54,0,0.0,12,12,28,26
55,0,0.0,12,12,29,26
56,0,0.0,12,12,29,27
57,0,0.0,13,11,30,27
58,0,0.0,12,11,31,28
59,0,0.0,13,12,31,28
60,0,0.0,11,13,31,30
61,0,0.0,12,12,32,30
62,0,0.0,11,13,32,31
63,0,0.0,12,13,33,31
64,0,0.0,12,12,34,31
65,0,0.0,13,12,34,32
66,0,0.0,12,13,34,33
67,0,0.0,13,11,36,33
68,0,0.0,12,12,36,34
69,0,0.0,11,13,36,35
70,0,0.0,11,13,36,36
71,0,0.0,12,13,36,36
72,0,0.0,11,14,37,37
73,0,0.0,12,14,37,37
74,0,0.0,12,13,38,38
75,0,0.0,12,12,39,39
76,0,0.0,12,10,41,39
77,0,0.0,12,10,42,40
78,0,0.0,12,9,43,40
79,0,0.0,12,10,43,41
80,0,0.0,13,11,43,41
81,0,0.0,12,13,43,42
82,0,0.0,13,12,45,42
83,0,0.0,13,13,45,42
84,0,0.0,13,11,47,43
85,0,0.0,12,11,47,44
86,0,0.0,13,10,48,44
87,0,0.0,13,11,49,44
88,0,0.04,12,10,50,45
89,0,0.08,13,12,50,45
90,0,0.12,14,12,50,45
91,0,0.09999999999999999,14,13,50,45
92,0,0.07999999999999999,13,13,51,46
93,0,0.059999999999999984,14,13,52,46
94,0,0.03999999999999998,14,13,52,46
95,0,0.01999999999999998,13,13,52,47
96,0,0.0,12,13,52,48
97,0,0.0,13,12,54,48
98,0,0.0,12,12,55,49
99,0,0.0,12,11,56,49
100,0,0.0,12,10,57,50
101,0,0.0,13,10,57,50
102,0,0.0,12,11,58,51
103,0,0.0,12,12,58,52
104,0,0.0,11,12,59,53
105,0,0.0,12,13,59,53
106,0,0.0,11,12,60,54
107,0,0.0,12,13,60,54
108,0,0.0,12,13,60,55
109,0,0.0,12,14,60,56
110,0,0.0,12,14,60,56
111,0,0.0,12,14,61,57
112,0,0.0,12,13,62,57
113,0,0.0,12,13,62,58
114,0,0.0,13,12,63,58
115,0,0.0,12,12,63,59
116,0,0.0,13,12,64,59
117,0,0.0,12,13,64,60
118,0,0.0,12,12,65,61
119,0,0.0,12,12,66,61
120,0,0.0,12,11,67,62
121,0,0.0,12,12,67,62
122,0,0.0,12,11,68,63
123,0,0.0,13,12,68,63
124,0,0.0,12,12,69,64
125,0,0.0,12,13,69,65
126,0,0.0,12,12,70,65
127,0,0.0,11,12,71,67
128,0,0.0,11,11,72,67
129,0,0.0,12,10,74,67
130,0,0.0,12,10,74,68
131,0,0.0,11,10,75,69
132,0,0.0,13,11,75,69
133,0,0.0,12,12,75,70
134,0,0.0,12,14,75,70
135,0,0.0,13,13,76,70
136,0,0.0,14,13,77,70
137,0,0.0,14,12,78,70
138,0,0.0,13,12,78,72
139,0,0.0,13,11,79,72
140,0,0.0,12,12,79,73
141,0,0.0,12,13,79,73
142,0,0.0,11,13,80,74
143,0,0.0,13,13,80,74
144,0,0.0,13,13,81,74
145,0,0.0,14,13,81,74
146,0,0.0,12,11,83,76
